지진ID,구분,구분명,전송시각,진원시,위도 (단위:`N),경도 (단위:`E),규모 (리히터 기준),진앙지,등록일자,깊이 (단위:KM)
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.26,129.96,2.6,경북 울진군 동북동쪽 58km 해역,2018-10-20 1:27,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.16,127.3,2,충남 논산시 동쪽 18km 지역,2018-10-17 3:19,14
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.49,124.58,2.4,인천 옹진군 백령도 남쪽 52km 해역,2018-10-14 14:51,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.67,127.18,2.3,북한 강원 평강 북북서쪽 30km 지역,2018-10-12 17:05,13
2.02E+11,3,국외지진,2.02E+13,2.02E+13,35.7,140.7,5.3,일본 지바현(혼슈) 지바 동쪽 55km 지역,2018-10-12 13:24,50
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-4.96,151.68,6.3,파푸아뉴기니 코코포 남서쪽 93km 지역,2018-10-11 7:23,124
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-5.9,151.4,7.3,파푸아뉴기니 킴베 동남동쪽 145km 해역,2018-10-11 6:03,33
2.02E+11,3,국외지진,2.02E+13,2.02E+13,35,137.6,5.1,일본 아이치현(혼슈) 나고야 동남동쪽 66km 지역,2018-10-07 10:23,40
2.02E+11,3,국외지진,2.02E+13,2.02E+13,42.6,142,5.3,일본 홋카이도 삿포로 남동쪽 74km 지역,2018-10-05 9:07,30
2.02E+11,3,국외지진,2.02E+13,2.02E+13,42.6,142,5,일본 홋카이도 삿포로 남동쪽 74km 지역,2018-09-30 18:01,40
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-0.18,119.84,7.5,인도네시아 팔루 북쪽 78km 지역,2018-09-28 19:30,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.74,125.7,2.4,북한 황해북도 송림 동쪽 6km 지역,2018-09-27 13:07,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.46,125.8,2.5,제주 제주시 서쪽 68km 해역,2018-09-25 4:11,16
2.02E+11,1,지진정보,2.02E+13,2.02E+13,40.2,127.7,2.8,북한 함경남도 신흥 북동쪽 30km 지역,2018-09-24 18:10,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,26.7,129.7,5.5,일본 오키나와현 오키나와 동북동쪽 208km 해역,2018-09-22 20:10,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.05,129.69,2.4,경북 포항시 북구 동쪽 29km 해역,2018-09-17 10:57,12
2.02E+11,3,국외지진,2.02E+13,2.02E+13,26.6,129.6,5.8,일본 오키나와현 오키나와 동북동쪽 196km 해역,2018-09-16 1:36,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.07,129.91,2.4,경북 울진군 동쪽 46km 해역,2018-09-15 21:50,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,26.6,129.7,5.8,일본 오키나와현 오키나와 동북동쪽 206km 해역,2018-09-15 17:12,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,26.7,129.7,5.5,일본 오키나와현 오키나와 동북동쪽 208km 해역,2018-09-15 13:48,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.78,128.36,2.2,경북 문경시 북동쪽 26km 지역,2018-09-14 9:12,14
2.02E+11,3,국외지진,2.02E+13,2.02E+13,42.8,142,5,일본 홋카이도 삿포로 동남동쪽 60km 지역,2018-09-09 23:02,40
2.02E+11,3,국외지진,2.02E+13,2.02E+13,7.24,126.46,6.1,필리핀 마티 북동쪽 42km 지역,2018-09-08 16:44,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-2.35,-78.9,6.2,에콰도르 알라우시 남남서쪽 17km 지역,2018-09-07 11:50,94
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-18.4,179.5,8.1,피지 수바 동남동쪽 116km 해역,2018-09-07 1:09,669
2.02E+11,3,국외지진,2.02E+13,2.02E+13,42.7,142,5.4,일본 홋카이도 삿포로 남동쪽 66km 지역,2018-09-06 6:22,40
2.02E+11,3,국외지진,2.02E+13,2.02E+13,42.7,142,6.7,일본 홋카이도 삿포로 남동쪽 66km 지역,2018-09-06 3:17,40
2.02E+11,3,국외지진,2.02E+13,2.02E+13,36.5,141.4,5.6,일본 도쿄 북동쪽 178km 해역,2018-09-05 5:27,60
2.02E+11,3,국외지진,2.02E+13,2.02E+13,28.1,140.5,5.7,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 790km 해역,2018-09-02 0:56,460
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-22.2,170,7,뉴칼레도니아 헌터섬 서쪽 212km 해역,2018-08-29 13:10,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37,129.32,2.5,경북 울진군 서쪽 7km 지역,2018-08-29 5:05,11
2.02E+11,3,국외지진,2.02E+13,2.02E+13,34.67,46.21,6.1,이란 케르만샤 북서쪽 87km 지역,2018-08-26 7:56,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,34.33,127.42,2.1,전남 고흥군 남남동쪽 34km 해역,2018-08-24 21:32,18
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-11.04,-70.82,7.1,페루 리마 동쪽 690km 지역,2018-08-24 18:41,610
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.92,125.68,2.6,북한 황해남도 해주 남남서쪽 14km 지역,2018-08-24 3:05,12
2.02E+11,3,국외지진,2.02E+13,2.02E+13,10.74,-62.91,7.3,베네수엘라 카루파노 동북동쪽 38km 해역,2018-08-22 7:03,123
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-8.35,116.63,6.9,인도네시아 롬복 북동쪽 48km 지역,2018-08-20 0:23,20
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-8.33,116.58,6.3,인도네시아 롬복 북북서쪽 22km 지역,2018-08-19 13:38,8
2.02E+11,3,국외지진,2.02E+13,2.02E+13,8.79,-83.14,6.1,코스타리카 산호세 남동쪽 162km 지역,2018-08-18 9:40,16
2.02E+11,3,국외지진,2.02E+13,2.02E+13,23.5,143.4,6.6,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 1365km 해역,2018-08-17 3:47,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.3,130.92,2.7,경북 울릉군 울릉도 남쪽 21km 해역,2018-08-15 3:08,34
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.21,127.53,2.4,제주 서귀포시 동쪽 90km 해역,2018-08-10 21:46,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.03,125.27,2.1,충남 태안군 서격렬비도 북북서쪽 53km 해역,2018-08-09 0:29,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.03,125.3,2.1,충남 태안군 서격렬비도 북북서쪽 51km 해역,2018-08-09 0:26,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-8.27,116.46,7,인도네시아 롬복 북서쪽 35km 지역,2018-08-05 21:17,11
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-8.33,116.49,6.4,인도네시아 롬복 북서쪽 27km 지역,2018-07-29 8:13,8
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.43,125.93,2.6,제주 제주시 서쪽 56km 해역,2018-07-22 14:03,16
2.02E+11,1,지진정보,2.02E+13,2.02E+13,34.47,127.25,2.2,전남 고흥군 남남서쪽 16km 해역,2018-07-21 23:35,13
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.84,129.79,2.3,경북 포항시 남구 동남동쪽 43km 해역,2018-07-20 12:33,21
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.01,126.16,2.4,전북 군산시 어청도 남동쪽 21km 해역,2018-07-20 12:18,20
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.83,129.8,2.5,경북 포항시 남구 동남동쪽 44km 해역,2018-07-19 5:57,23
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.91,127.81,2.7,전북 무주군 남동쪽 17km 지역,2018-07-17 20:24,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,35.1,140.6,6,일본 지바현(혼슈) 지바 남동쪽 72km 해역,2018-07-07 20:31,50
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.3,127.7,2.1,경기 여주시 동쪽 6km 지역,2018-07-04 4:43,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.63,129.48,2.2,강원 삼척시 북동쪽 34km 해역,2018-07-01 15:37,18
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.99,125.25,2.2,충남 태안군 서격렬비도 북북서쪽 50km 해역,2018-06-28 21:10,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.18,127.34,2.7,강원 철원군 북북동쪽 4km 지역,2018-06-28 18:47,9
2.02E+11,1,지진정보,2.02E+13,2.02E+13,34.9,124.81,2.1,전남 신안군 흑산면 서북서쪽 66km 해역,2018-06-20 23:13,14
2.02E+11,3,국외지진,2.02E+13,2.02E+13,34.8,135.6,5.9,일본 오사카부(혼슈) 오사카 북동쪽 15km 지역,2018-06-18 8:07,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.19,129.08,2.3,강원 삼척시 남남서쪽 30km 지역,2018-06-16 21:10,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.39,128.49,2.1,경북 의성군 서북서쪽 19km 지역,2018-06-15 11:13,14
2.02E+11,3,국외지진,2.02E+13,2.02E+13,31.2,131.5,5.5,일본 미야자키현(규슈) 미야자키 남쪽 79km 해역,2018-06-12 5:04,30
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.87,129.73,2.3,경북 포항시 남구 동남동쪽 37km 해역,2018-06-09 17:42,18
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.53,127.68,2.8,북한 강원 회양 남남동쪽 21km 지역,2018-05-31 16:54,8
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.22,129.38,2.6,경북 포항시 북구 북쪽 20km 지역,2018-05-31 0:18,17
2.02E+11,3,국외지진,2.02E+13,2.02E+13,45.27,124.71,5.7,중국 길림성 송원시 북서쪽 17km 지역,2018-05-28 3:16,13
2.02E+11,3,국외지진,2.02E+13,2.02E+13,36.9,138.5,5.1,일본 나가노현(혼슈) 나가노 북동쪽 39km 지역,2018-05-25 21:28,4
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.37,129.49,2.2,경북 영덕군 동남동쪽 12km 해역,2018-05-22 0:16,18
2.02E+11,1,지진정보,2.02E+13,2.02E+13,34.16,125.61,2,전남 신안군 흑산면 남남동쪽 56km 해역,2018-05-20 14:03,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.62,125.58,2.5,제주 제주시 고산 서북서쪽 65km 해역,2018-05-14 2:13,16
2.02E+11,3,국외지진,2.02E+13,2.02E+13,36.6,137.9,5.1,일본 나가노현(혼슈) 나가노 서남서쪽 27km 지역,2018-05-12 10:50,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.56,127.64,2.5,충북 보은군 북서쪽 11km 지역,2018-05-02 12:39,11
2.02E+11,3,국외지진,2.02E+13,2.02E+13,24.05,122.23,5.5,대만 화롄 동쪽 70km 해역,2018-05-02 8:59,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.77,129.2,2,경북 경주시 남쪽 8km 지역,2018-05-01 19:13,15
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.06,125.92,2.5,인천 옹진군 덕적도 남서쪽 27km 해역,2018-04-30 16:45,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.21,126.4,2.4,제주 서귀포시 서남서쪽 16km 해역,2018-04-30 15:47,17
2.02E+11,1,지진정보,2.02E+13,2.02E+13,41.35,129.12,2.3,북한 함경북도 길주 북북서쪽 47km 지역,2018-04-30 15:47,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-30.99,-71.56,6.2,칠레 오바예 남서쪽 54km 지역,2018-04-30 15:47,76
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.76,129.19,2.4,경북 경주시 남남서쪽 8km 지역,2018-04-30 15:47,16
2.02E+11,3,국외지진,2.02E+13,2.02E+13,35.2,132.6,5.8,일본 시마네현(혼슈) 마쓰에 남서쪽 50km 지역,2018-04-30 15:47,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-5.84,142.49,6.3,파푸아뉴기니 멘디 서북서쪽 134km 지역,2018-04-30 15:47,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.08,129.82,2.6,경북 포항시 북구 동쪽 41km 해역,2018-04-30 15:47,24
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-20.67,-63.02,6.8,볼리비아 산타크루즈 남쪽 310km 지역,2018-04-30 15:47,558
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.1,129.36,2,경북 포항시 북구 북쪽 7km 지역,2018-04-30 15:47,8
2.02E+11,3,국외지진,2.02E+13,2.02E+13,36.4,140.6,5.1,일본 이바라키현(혼슈) 미토 동북동쪽 12km 지역,2018-04-30 15:47,60
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-5.47,151.45,6.9,파푸아뉴기니 킴베 동쪽 145km 지역,2018-04-30 15:47,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-5.7,151.5,7,파푸아뉴기니 킴베 동쪽 150km 해역,2018-04-30 15:47,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.78,124.83,2.7,인천 백령도 남동쪽 24km 해역,2018-04-30 15:47,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,32.7,140.9,6.1,일본 가나가와현(혼슈) 요코하마 남남동쪽 326km 해역,2018-04-30 15:47,40
2.02E+11,3,국외지진,2.02E+13,2.02E+13,23.31,120.54,5.2,대만 카오슝 북북동쪽 79km 지역,2018-04-30 15:47,18
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.1,129.35,2.7,경북 포항시 북구 북북서쪽 7km 지역,2018-04-30 15:47,12
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.98,128.42,2,충북 단양군 동남동쪽 5km 지역,2018-04-30 15:47,6
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.14,129.37,2.8,경북 포항시 북구 북쪽 11km 지역,2018-04-30 15:47,6
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.95,126.45,2.2,충남 서산시 북쪽 18km 지역,2018-04-30 15:47,7
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-4.26,153.36,7,파푸아뉴기니 뉴아일랜드 동쪽 30km 해역,2018-04-30 15:47,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.31,127.32,2,전남 곡성군 북동쪽 4km 지역,2018-04-30 15:47,17
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.3,127.33,2,전남 곡성군 동북동쪽 4km 지역,2018-04-30 15:47,15
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-6.3,142.6,6.7,파푸아뉴기니 멘디 서쪽 118km 지역,2018-04-30 15:47,33
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-6.06,142.73,6,파푸아뉴기니 멘디 서쪽 102km 지역,2018-04-30 15:47,16
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.13,130.33,2.6,경북 울릉군 북서쪽 88km 해역,2018-04-30 15:47,9
2.02E+11,3,국외지진,2.02E+13,2.02E+13,24.2,123.8,5.7,일본 오키나와 이리오모테섬 남쪽 8km 해역,2018-04-30 15:47,20
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-6.17,142.48,6,파푸아뉴기니 멘디 서쪽 131km 지역,2018-04-30 15:47,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.02,124.87,2.2,충남 태안군 서격렬비도 북서쪽 75km 해역,2018-04-30 15:47,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-6.5,143.26,6.2,파푸아뉴기니 멘디 남서쪽 56km 지역,2018-04-30 15:47,14
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-6.5,143.26,6.3,파푸아뉴기니 멘디 남서쪽 56km 지역,2018-04-30 15:47,5
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-6.43,143.27,6,파푸아뉴기니 멘디 서남서쪽 50km 지역,2018-04-30 15:47,24
2.02E+11,1,지진정보,2.02E+13,2.02E+13,34.52,125.32,2.5,전남 신안군 흑산면 남서쪽 20km 해역,2018-04-30 15:47,6
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-6.2,142.8,7.6,파푸아뉴기니 멘디 서쪽 95km 지역,2018-04-30 15:47,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.97,126.87,2.4,전남 완도군 남남동쪽 39km 해역,2018-04-30 15:47,16
2.02E+11,3,국외지진,2.02E+13,2.02E+13,37.5,141.8,5.7,일본 미야기현(혼슈) 센다이 남동쪽 118km 해역,2018-04-30 15:47,40
2.02E+11,3,국외지진,2.02E+13,2.02E+13,24.63,121.61,5.3,대만 타이베이 남쪽 47km 지역,2018-04-30 15:47,47
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.07,129.33,2.4,경북 포항시 북구 북서쪽 4km 지역,2018-04-30 15:47,9
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.1,129.35,2.2,경북 포항시 북구 북북서쪽 6km 지역,2018-04-30 15:47,9
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.09,129.33,2.6,경북 포항시 북구 북북서쪽 6km 지역,2018-04-30 15:47,8
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.11,129.37,2,경북 포항시 북구 북쪽 8km 지역,2018-04-30 15:47,12
2.02E+11,3,국외지진,2.02E+13,2.02E+13,16.65,-97.65,7.2,멕시코 오악사카 서남서쪽 109km 지역,2018-04-30 15:47,25
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.8,125.38,2.3,북한 황해남도 옹진 남쪽 14km 해역,2018-04-30 15:47,8
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.12,129.37,2.2,경북 포항시 북구 북쪽 9km 지역,2018-04-30 15:47,7
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.07,129.33,2.6,경북 포항시 북구 북서쪽 5km 지역,2018-04-30 15:47,9
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.08,129.33,2.4,경북 포항시 북구 북서쪽 5km 지역,2018-04-30 15:47,16
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.08,129.32,2.1,경북 포항시 북구 북서쪽 6km 지역,2018-04-30 15:47,9
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.08,129.34,2.1,경북 포항시 북구 북북서쪽 5km 지역,2018-04-30 15:47,13
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.09,129.32,2.1,경북 포항시 북구 북서쪽 7km 지역,2018-04-30 15:47,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.08,129.33,4.6,경북 포항시 북구 북서쪽 5km 지역,2018-04-30 15:47,14
2.02E+11,5,지진속보,2.02E+13,2.02E+13,36.09,129.33,4.7,경북 포항시 북구 북북서쪽 6km 지역,2018-04-30 15:47,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.6,125.76,2.4,충남 태안군 서격렬비도 동쪽 20km 해역,2018-04-30 15:47,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.92,125.22,2.5,전남 신안군 흑산면 남남서쪽 85km 해역,2018-04-30 15:47,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,35.1,124.99,2.7,전남 신안군 흑산면 북서쪽 67km 해역,2018-04-30 15:47,9
2.02E+11,1,지진정보,2.02E+13,2.02E+13,41.32,129.09,2.7,북한 함경북도 길주 북북서쪽 45km 지역,2018-04-30 15:47,
2.02E+11,3,국외지진,2.02E+13,2.02E+13,24.12,121.79,5.7,대만 화롄 북동쪽 22km 해역,2018-04-30 15:47,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,24.14,121.69,6,대만 화롄 북북동쪽 18km 해역,2018-04-30 15:47,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,41.33,129.1,2.6,북한 함경북도 길주 북북서쪽 46km 지역,2018-04-30 15:47,
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.08,129.33,2.5,경북 포항시 북구 북서쪽 5km 지역,2018-04-30 15:47,12
2.02E+11,3,국외지진,2.02E+13,2.02E+13,27.1,141,5.7,일본 시즈오카현(혼슈) 시즈오카 남남동쪽 910km 해역,2018-04-30 15:47,490
2.02E+11,3,국외지진,2.02E+13,2.02E+13,24.1,121.66,6.1,대만 화롄 북동쪽 20km 해역,2018-04-30 15:47,8
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.06,129.31,2.3,경북 포항시 북구 서북서쪽 5km 지역,2018-04-30 15:47,8
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.37,127.62,2.8,충북 옥천군 북북동쪽 8km 지역,2018-04-30 15:47,14
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.11,129.36,2.1,경북 포항시 북구 북쪽 8km 지역,2018-04-30 15:47,7
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.77,127.4,2.6,전남 여수시 거문도 남남동쪽 30km 해역,2018-04-30 15:47,19
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.14,129.36,2,경북 포항시 북구 북쪽 11km 지역,2018-04-30 15:47,6
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.12,129.37,2.9,경북 포항시 북구 북쪽 9km 지역,2018-04-30 15:47,9
2.02E+11,3,국외지진,2.02E+13,2.02E+13,36.54,70.82,6.1,아프가니스탄 카불 북동쪽 188km 지역,2018-04-30 15:47,191
2.02E+11,1,지진정보,2.02E+13,2.02E+13,40.24,127.3,3.2,북한 함경남도 장진 남남동쪽 16km 지역,2018-04-30 15:47,6
2.02E+11,3,국외지진,2.02E+13,2.02E+13,41,142.5,6.2,일본 아오모리현(혼슈) 아오모리 동쪽 149km 해역,2018-04-30 15:47,30
2.02E+11,1,지진정보,2.02E+13,2.02E+13,34.32,127.32,2.4,전남 여수시 거문도 북쪽 32km 해역,2018-04-30 15:47,16
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-18.89,-69.62,6.3,칠레 아리카 남동쪽 86km 지역,2018-04-30 15:47,111
2.02E+11,3,국외지진,2.02E+13,2.02E+13,-15.7,-74.7,7.3,페루 아카리 남남서쪽 31km 해역,2018-04-30 15:47,10
2.02E+11,3,국외지진,2.02E+13,2.02E+13,18.43,96.09,6,미얀마 네피도 남쪽 145km,2018-04-30 15:47,10
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.26,127.34,2,대전 서구 남남서쪽 12km 지역,2018-04-30 15:47,20
2.02E+11,3,국외지진,2.02E+13,2.02E+13,17.5,-83.6,7.8,온두라스 테구시갈파 북동쪽 540km 해역,2018-04-30 15:47,33
2.02E+11,1,지진정보,2.02E+13,2.02E+13,33.98,127.11,2.1,전남 여수시 거문도 서남서쪽 19km 해역,2018-04-30 15:47,20
2.02E+11,1,지진정보,2.02E+13,2.02E+13,37.71,125.94,2.2,인천 옹진군 연평도 동북동쪽 21km 해역,2018-04-30 15:47,12
2.02E+11,1,지진정보,2.02E+13,2.02E+13,36.11,129.36,2,경북 포항시 북구 북쪽 8km 지역,2018-04-30 15:47,8
2.02E+11,1,지진정보,2.02E+13,2.02E+13,38.33,126.16,2.1,북한 황해북도 평산 서쪽 20km 지역,2018-04-30 15:47,
